"","Date","title"
"13408","10/10","[討論] 吳亦凡和Travis Scott合作單曲10/11發行"
"13409","10/10","[音樂] 【SUP】 Ranzer - 禮記 ft. KungFu Pen"
"13410","10/10","[問題] 爆音門下的弟子"
"13411","10/10","[創作] RhymeSo - Tonight"
"13412","10/10","[音樂] MC法老 - 親密愛人"
"13413","10/10","[創作] 哀情故事"
"13414","10/11","[討論] 請問台北有老師在教做beat嗎"
"13415","10/11","[活動] 11/11 柯蕭X陳曇 台中異角 標題在內文"
"13416","10/11","[音樂] Tekashi69 ft Bodega Bamz Shinigami "
"13417","10/11","[音樂] 徐真真-腦子有點亂(2分鐘完整版MV)"
"13418","10/11","[音樂] Eminem Cypher - The Storm"
"13419","10/11","[音樂] Belly - Mumble Rap"
"13420","10/11","[音樂] Howz - 午安"
"13421","10/12","[音樂] Kris Wu吳亦凡ft Travis Scott-Deserve"
"13422","10/12","[音樂] CDC Lil Shin/孟子/Ansr J - food&liquor"
"13423","10/12","[創作] 自己做的Beat"
"13424","10/12","[音樂] double fxxk 你歧視我年齡小"
"13425","10/12","[問題] PG ONE 開頭都會有一個ma~出自哪裡？"
"13426","10/12","[音樂] 鹿晗-That Good Good 有點兒意思MV"
"13427","10/12","[問題] 有關嘻哈風格介紹"
"13428","10/12","[討論] The Storm (Eminem BET Diss 川普)"
"13429","10/12","[音樂] 紅花會 貝貝-One casual song"
"13430","10/12","[音樂] BROCKHAMPTON - JUNKY"
"13431","10/12","[音樂] 蚊子-I don’t mind ft. mandark"
"13432","10/13","[音樂] 虎山行 - Gai, 艾福杰尼 & 小胖"
"13433","10/13","[音樂] 麻吉弟弟 ft. 文慧如 被愛妄想症"
"13434","10/13","Re: [音樂] 虎山行 - Gai, 艾福杰尼 & 小胖"
"13435","10/13","[創作] MiCKiES - 刺青"
"13436","10/13","[知識] 【嘻哈饒舌音樂解析】第二集 ：嘻哈風格"
"13437","10/13","[公告] 倉庫9天 Aloee"
"13438","10/13","[音樂] Cynical Boyz (Zoe) - 如何製作完美的菜"
"13439","10/13","[音樂] 夜貓組 你是我的wifi feat 國蛋GorDoN"
"13440","10/13","[討論] 一首饒舌歌最難的地方"
"13441","10/14","[繞舌翻譯] 21 Savage - Nothin New"
"13442","10/14","[創作] 給創作的一封情書"
"13443","10/14","[問題] 求歌名"
"13444","10/14","[音樂] Yelawolf-Get mine ft. Kid rock"
"13445","10/14","[音樂] 吳亦凡&Travis Scott-Deserve(現場獻唱!)"
"13446","10/14","[趣味] 你們知道糖果的台語怎麼念嗎？"
"13447","10/14","[問題] 中國新歌聲舞台嘻哈代表人物"
"13448","10/14","[討論] 大家會聽饒舌以外的歌嗎?"
"13449","10/14","[音樂] T.I.G colorful(多采多姿）"
"13450","10/15","[音樂] 草屯囝仔 - 無法無天 MV"
"13451","10/15","[音樂] we could have been so good 2gether"
"13452","10/15","[討論] 草屯囝仔並不差吧"
"13453","10/15","[音樂] Amine' -  Spice Girl(Music Video)"
"13454","10/15","[音樂] VAVA - 我的新衣 My New Swag (Feat. Ty."
"13455","10/15","[創作] ZY-眼光"
"13456","10/15","[音樂] PG ONE-中二病MV(REMIX編曲版)"
"13457","10/15","[趣味] 異鄉人X大謙diss酸民"
"13458","10/15","[音樂] G-Dragon-HEARTBREAKER/MV"
"13459","10/16","[創作] 紅帽XHOLYX獅子丸-Eduhation"
"13460","10/16","[創作] KE柯蕭-待在底層"
"13461","10/16","[音樂] 大支 - 壞朋友"
"13462","10/16","[創作] 改變"
"13463","10/16","[音樂] 虎山行LIVE"
"13464","10/16","[問題] 蛋堡streetvoice"
"13465","10/16","[音樂] 吳亦凡-Deserve MV(ft.Travis Scott)"
"13466","10/16","[音樂] D MINUS (Rik) - the journey "
"13467","10/17","[音樂] 蛋堡 套房花燭夜"
"13468","10/17","[創作] 新手創作討鞭(MMA)"
"13469","10/17","[音樂] John.H-Don't bother me 新歌推薦"
"13470","10/18","[創作] 喔明 帶你出去玩"
"13471","10/18","[新聞] 歐陽靖大紅背後：可能要向TA說謝謝"
"13472","10/18","[創作] beat 也不知道算不算是=.=a"
"13473","10/18","[音樂] 罐頭Lynn - 對的人 ft. Sherry林霈禎"
"13474","10/18","[問題] 國蛋去紐約讀的是什麼？"
"13475","10/18","[音樂] 頑game究級男人趴"
"13476","10/18","[音樂] Wu-Tang - If Time Is Money/ Hood Go Ba"
"13477","10/18","[創作] 《Waste Normal Fate》"
"13478","10/19","[音樂] 囝仔【扛壩子 Big Boss】"
"13479","10/19","[問題] 國蛋金曲"
"13480","10/19","[創作] 夜王 The King of Night"
"13481","10/19","[音樂] 日天ft.gai"
"13482","10/19","[音樂] 安喬 AnG - 不愛可惜"
"13483","10/19","[音樂] 團戰All Star -Rapper of top（Cypher）"
"13484","10/19","[音樂] Belly - Man Listen"
"13485","10/20","[音樂] 夜貓組(Leo王+春艷)-健康歌曲專輯心得"
"13486","10/20","[音樂] JIGGY-#MY1stChanel新東區Space"
"13487","10/20","[音樂] 春艷 - Lights Out"
"13488","10/20","[問題] 誠收今晚beat battle的票"
"13489","10/20","[討論] C-BLOCK 以下範上登錄KK啦"
"13490","10/20","[音樂] Ty -H"
"13491","10/20","[討論] 你好 是line群"
"13492","10/20","[音樂] 韓森-饒舌工廠 feat. Mouzik Beatbox"
"13493","10/20","[創作] MSInternship"
"13494","10/20","[音樂] 夜貓組（Leo王+春艷） - 驢子 "
"13495","10/21","[音樂] 派克特ft.艾福杰尼-Y "
"13496","10/21","[討論]PG ONE怒飆:中文說唱就是有你們才紅不起來"
"13497","10/21","[音樂] 西屯純愛組Henry-412"
"13498","10/21","[音樂] NexXthursday-Sway ft.Quavo a Lil Yacht"
"13499","10/21","［知識］【Hip Hop嘻哈編曲教學】 如"
"13500","10/21","[音樂] JoeYao-原諒我DEMO 官方歌詞MV"
"13501","10/21","[討論] 夜貓組演唱會"
"13502","10/21","[創作] Angelo & Leeric - 你說的都對 Ur Rite"
"13503","10/22","[音樂] 187INC-No Lie 強尼ft.安喬"
"13504","10/22","[創作] 睡教"
"13505","10/22","[音樂] NF - Outcast"
"13506","10/23","[音樂] MK47 - 暴躁(Cranky)"
"13507","10/23","[音樂] cover不用去猜"
"13508","10/23","[創作] 聽好"
"13509","10/23","[討論] 鐵齒銅牙紀先生有人猜出是誰嗎?"
"13510","10/23","[活動] 顏社嘻哈藍染工作坊"
"13511","10/23","[音樂] Gawee&韓森 - 善良的咪咪 ft.咪咪"
"13512","10/23","[音樂] Vigoz x AW x Ivan - I Want Remix"
"13513","10/23","[音樂] Pink - Revenge(ft. Eminem)"
"13514","10/23","[問題] 想請問jony j和潘瑋柏合唱的那首beat"
"13515","10/24","[討論] 老莫 ILL MO 專訪 "
"13516","10/24","[趣味] 再聯絡跟夜行動物手稿出現在麻醉風暴2"
"13517","10/24","[音樂] Epik High 新專輯"
"13518","10/24","[討論] Cover饒舌歌會不會成為新的風潮"
"13519","10/24","[問題] 有沒有跟「變」差不多風格的歌?"
"13520","10/24","[音樂] K.A.R.D混聲團體"
"13521","10/24","[知識] 饒舌歌手現場表演可用小知識（有心理學依據）"
"13522","10/24","[音樂] 一些兩岸的牛肉事件總輯"
"13523","10/25","[音樂] ozi-天堂島"
"13524","10/25","[音樂] 中國的說法(2017)-幼稚園殺手 Feat. 醉人"
"13525","10/25","[創作] Hobrew-這世上沒有絕對"
"13526","10/25","[討論] 【顏社王TV】顏社世界巡迴-高雄站"
"13527","10/25","[音樂] SmashRegz 違法 #16Bars14:嘎抓"
"13528","10/25","[音樂] 團戰All Star-泡泡糖"
"13529","10/25","[音樂] 分享 Lil xan - Betrayed "
"13530","10/25","[問題] 關於br小問"
"13531","10/26","[音樂] 紅花會貝貝 Cee - King of Underground"
"13532","10/27","[創作] Dead Presidents remix - King Jay Ill"
"13533","10/27","[音樂] Khalid - Young Dumb & Broke (Remix)"
"13534","10/27","[音樂] Jony J & COLA 我的快樂很便宜"
"13535","10/27","[音樂] RPG&NEOSO - 黑人問號.jpg Music Video"
"13536","10/27","[音樂] 高浩哲 - 雲南白藥"
"13537","10/27","[音樂] 饒舌女戰男Girls Cypher接力"
"13538","10/27","[音樂] 夜貓組（Leo王+春艷） - 2017太空漫遊 "
"13539","10/27","[討論] Eminem新專輯"
"13540","10/28","[音樂] 莫宰羊 feat.春艷 - 魚"
"13541","10/28","[趣味] 脫口俠熱狗"
"13542","10/28","[音樂] 10月韓國hiphop推薦"
"13543","10/28","[音樂] Trinidad Cardona - Jennifer"
"13544","10/28","[音樂] Tory Lanez-Say It"
"13545","10/28","[音樂] YP a.k.a Motang 曾姆湯-陷阱苗栗 "
"13546","10/29","[音樂] Elle Teresa-Birthday/No More Bullshit"
"13547","10/29","[音樂] HMK - Black God White Devil"
"13548","10/29","[趣味] 校園有窮鬼 （惡搞中國有嘻哈）"
"13549","10/29","[創作] 什麼鬼 by hawninn "
"13550","10/29","[創作] WAYxTD - ㄋㄢˊ嗎(代po)"
"13551","10/30","[音樂] Painimatain Ft.SBK Kungfu-Pen - BLOCK"
"13552","11/03","[音樂] Savage M,JAYRoll&SOWUT-Pick Up The Pho"
"13553","11/03","[音樂] PMD - Prodigy Tribute"
"13554","11/03","[音樂] 檳榔攤之戀-魏買加/喬智feat.美秀集團"
"13555","11/03","[音樂] SAMURAI JACK MIXTAPE上卷-旭日東昇"
"13556","11/03","[推薦] BR紀錄片"
"13557","11/03","[音樂] ZENBO-魚仔 FISH REMIX"
"13558","11/03","[音樂] PenSoul - So Into U MV"
"13559","11/03","[音樂] Lupe Fiasco兩首新歌和幾則twitter"
"13560","11/03","[創作] 三角函數 | Tutor Life | Bigyo87"
"13561","11/03","[音樂] 張伍(SmashRegz 違法) - B級片"
"13562","11/03","[音樂] 【饒舌小品 】欸！"
"13563","11/03","[音樂] Machine gun Kelly-Golden god"
"13564","11/03","[音樂] 有人喜歡林正英嗎！？"
"13565","11/03","[新聞] 梁云菲分了「先性後愛男歌手」"
"13566","11/03","[音樂] 禹元宰(feat.AOMG)"
"13567","11/03","[音樂] 禹元材 - 偏執狂/致過去"
"13568","11/03","[推薦]大支獲頒第八屆金音獎“評審團大獎”得獎影片"
"13569","11/03","[音樂] 2017英雄聯盟音樂節(有PG ONE)"
"13570","11/03","[音樂] Migos,Nicki Minaj,Cardi B-MotorSport"
"13571","11/03","[討論] C-BLOCK 專訪「我們唱凡人的愛恨情愁」"
"13572","11/03","[音樂] SAWEETIE - ICY GRL"
"13573","11/04","[音樂] 3小湯 David Tang - 11月4日 （舊歌）"
"13574","11/04","[問題] Lu1 午夜列車上的告別 到底從何入手?"
"13575","11/04","[音樂] VAVA - Ego (feat. Blow Fever & Lexie)"
"13576","11/04","[音樂] Hopsin - Witch Doctor"
"13577","11/04","[活動] 人人有功練-乾坤大挪移之南北大挪移"
"13578","11/04","[音樂] 艾福杰尼-真心話大冒險"
"13579","11/04","[音樂] Bridge—Young Bridge (MV)"
"13580","11/04","[趣味]Nike飄台味 大支熊仔嘻哈加持"
"13581","11/04","[問題] 一首歌詞全是baby的歌"
"13582","11/04","[音樂] 【顏社】夜貓組 - 嘿！小鬼"
"13583","11/04","[音樂] TD - 好好先生(Yes Man) ft. Z-ing"
"13584","11/04","[討論] 3小湯 Triple T  FB"
"13585","11/05","[音樂] Lil Uzi Vert - Do What I Want"
"13586","11/05","[音樂]過敏原人 Aller-Gents 【鯉魚】"
"13587","11/05","[音樂] Savage M, JAYRoll & SOWUT -Pick Up The"
"13588","11/05","Lite n' Saltz- Take my hand"
"13589","11/05","[創作] 淺談punchline"
"13590","11/05","[音樂] Zeo Water-殺了(Audio)"
"13591","11/06","[音樂]  Big Shaq - mans not hot (quick math)"
"13592","11/06","Re: [討論] br剛剛的battle"
"13593","11/06","[創作]初次Old school心情創作"
"13594","11/06","[活動] 夜貓組巡迴演唱會"
"13595","11/06","[新聞]入台證通過了！《有嘻哈》VAVA將來台　約"
"13596","11/06","[音樂] Ty. - H Official Video"
"13597","11/06","[音樂] Better Believe Me (remix) "
"13598","11/06","[音樂] KE柯蕭 What's up"
"13599","11/06","[創作] 喔明 - 我要你"
"13600","11/06","[音樂] Gai版本的愛如潮水"
"13601","11/06","[音樂] 胖克兄弟 & DaMi【唸歌RAP】feat.楊秀卿"
"13602","11/06","[討論] VAVA＜我的新衣＞的歌詞是否有參考其他歌"
"13603","11/06","[問題] 大家來推薦幾首饒舌歌"
"13604","11/07","[音樂] Warren K (榕幫)-歸來 He's back"
"13605","11/07","[討論] BR fb"
"13606","11/07","[音樂] SOWUT, CHILLBAKA & ANBA -「TYHH」"
"13607","11/07","[問題] 有沒有關於人生見解自我省思或悲觀的歌"
"13608","11/07","[音樂] 三小湯 Tripple T- 像是- Feat.Schizyway"
"13609","11/07","[創作] 還沒想到名字，寫下失戀後的心情。"
"13610","11/07","[音樂] 王煜開 YK-Ride"
"13611","11/07","[音樂] C-BLOCK - 兄弟們上 MusicVideo"
"13612","11/07","[音樂] Hon J - 77乳加 ft. 曾莘 MV"
"13613","11/07","[音樂] 鳥來啊MOB Rocky-告賀ㄟ(真好)"
"13614","11/08","[音樂] GO$H Gai X 雲道 蜜妞 - Ding Ling Ding"
"13615","11/08","Re: [討論] BR fb"
"13616","11/08","[討論] 中國新嘻哈廠牌 Door&Key "
"13617","11/08","[活動] EVERYONE D NOW ASIA TOUR 亞洲巡迴"
"13618","11/08","[討論] Sowut限時動態"
"13619","11/08","Re: [討論] BR fb"
"13620","11/08","[公告] 倉庫9天 gnemail183"
"13621","11/08","Re: [討論] BR fb"
"13622","11/08","Re: [討論] BR fb"
"13623","11/08","Re: [討論] BR fb"
"13624","11/08","[討論] KE FB(澄清事件）文長"
"13625","11/08","[音樂] Q毛萬QMone - 人人沒功練"
"13626","11/08","Re: [討論] BR fb"
"13627","11/08","Re: [討論] BR fb"
"13628","11/08","[音樂] Slaine vs. Termanology - ""Anti Hero"" "
"13629","11/08","[音樂] C-BLOCK：Key.L - 二手摩托 MV"
"13630","11/09","[討論] 老莫 FB"
"13631","11/09","[討論] BR FB 又有傻瓜自殺囉"
"13632","11/09","Re: [討論] BR FB 又有傻瓜自殺囉"
"13633","11/09","[活動] 顏社 KAO!INC.-夜貓組巡迴全開"
"13634","11/09","[創作] 第一次發 比較R&B Lofi的歌 "
"13635","11/09","[音樂]SIMON & SOWUT (s/s) - 「ss we gang gang"
"13636","11/09","[音樂] Rich Chigga ft. 21 Savage - Crisis"
"13637","11/10","[創作] 自己做的Beat"
"13638","11/10","[討論] BR fb"
"13639","11/10","[活動] 最ㄎㄧㄤ組合！顏社 x 豬頭皮"
"13640","11/10","[音樂] 頑童MJ116 【2030】"
"13641","11/10","[創作] 自己做的Beats"
"13642","11/10","[討論] Q毛萬fb"
"13643","11/10","Re: [討論] Q毛萬fb"
"13644","11/10","[音樂] Hopsin - Happy Ending"
"13645","11/10","[音樂] 阿龍-You Wont Battle Me (BR Diss)"
"13646","11/11","[音樂] Eminem - Walk On Water ft. Beyonce"
"13647","11/11","[創作] 我殺了MK812的beat"
"13648","11/11","[問題] 怎樣算地下 怎樣算商業？"
"13649","11/11","[趣味] 情史煌 進擊的工具人"
"13650","11/11","[創作] 寫一封信"
"13651","11/11","[音樂] Cynical Boyz (BC&Zoe)-夜談"
"13652","11/11","[音樂] Higher Brothers - 因為"
"13653","11/11","Re: [討論] Q毛萬fb"
"13654","11/11","Re: [討論] Q毛萬fb"
"13655","11/11","[創作] 宜蘭高商嘻研社 Rain City"
"13656","11/12","[趣味] 國外大學生聽到Rich Chigga的反應"
"13657","11/12","[分享] KTV新歌"
"13658","11/12","[創作] 林忠旻—一個人走feat.夏志威&八八男"
"13659","11/12","[音樂]Iron Boss─金山哪裡找"
"13660","11/12","[創作] JoeYao- Ninja Official Music Video"
"13661","11/12","[音樂] C-BLOCK：Key.L - Monica LyricsVideo"
"13662","11/12","[音樂] 過敏原人「覺醒」"
"13663","11/13","[音樂] 湯捷/勸世寶貝加加-Just Another軸郎"
"13664","11/13","[新聞] 中國女歌手解禁來台簽唱"
"13665","11/13","［影音］Vava女神直播現場"
"13666","11/13","[創作] RP - 我怎麼在這"
"13667","11/13","[問題] 客家人的饒舌就是硬頸"
"13668","11/13","[音樂] 馬克Savage.M-PARTY IN THE ISLAND"
"13669","11/13","[問題] 認真問，茶米到底是個有沒有氣度的前輩??"
"13670","11/13","[音樂] Ayo & Teo - Rolex "
"13671","11/13","[問題] 頑童 黑翻白了?"
"13672","11/14","[討論] 沒了中國有嘻哈 生活變無聊"
"13673","11/14","[音樂] YoungQueenz, N.O.L.Y - 一丿"
"13674","11/14","[音樂] 走到飛"
"13675","11/14","[音樂] 王水源H2O-怎能夠"
"13676","11/14","[音樂] Lavish—Just Juice"
"13677","11/14","[音樂] Lil Pump - Gucci Gang"
"13678","11/15","[創作] 難搞女孩"
"13679","11/15","[活動] 饒舌圓夢計劃《啟航》嘻哈課程 高雄場"
"13680","11/15","[音樂] 敖犬 OWODOG - I'm The Best "
"13681","11/15","Re: [音樂] 走到飛"
"13682","11/15","[音樂] 百靈電鬍刀/熊仔、韓森"
"13683","11/15","[音樂] 林良吉 - 瀟灑走店情"
"13684","11/15","Re: [音樂] 走到飛"
"13685","11/15","[活動]  四場演唱會活動（免費 好爽）"
"13686","11/15","[音樂] Lenz - 矛盾 EMO.ME"
"13687","11/15","[討論] 饒舌MV拍攝的時候會特別尷尬嗎?"
"13688","11/16","[音樂] 大师"
"13689","11/16","[討論] 饒舌歌手=業配高手"
"13690","11/16","[問題]  鼻音重的饒舌歌手"
"13691","11/16","[音樂] Rap Monster - Vote,or Just Shut Up"
"13692","11/16","[討論] Lil Peep死訊"
"13693","11/16","[討論] 吳宗憲憲哥的兒子是rapper?"
"13694","11/16","Re: [活動] 台灣嘻哈音樂季"
"13695","11/17","[音樂] 海爾兄弟 Higher brother X Ski Mask the Slump God-flo rid"
"13696","11/17","Re: [分享] KTV新歌"
"13697","11/17","Re: [音樂] 走到飛"
"13698","11/17","[音樂] braces girl(牙套妹)鹿希派"
"13699","11/17","[活動] KE柯蕭 酒吧 臺北站"
"13700","11/17","[音樂] 小魚 x SOWUT x Dusa - Overclockin 超頻"
"13701","11/17","[音樂] 屁孩Ryan - Wootalk Musicvideo"
"13702","11/17","[公告] 倉庫9天 joe19990815"
"13703","11/17","[音樂] 過敏原人【電影明星安慰詞】"
"13704","11/18","[問題] 大家一開始怎樣接觸嘻哈的？"
"13705","11/18","[活動] 台灣嘻哈音樂祭"
"13706","11/18","[音樂] 辛巴 - Game Masta"
"13707","11/18","[創作] 環境"
"13708","11/18","[音樂] 卓卓Double Zhuo-街上的孩子"
"13709","11/19","[活動] 人人有功練""南北大挪移""台北台南演唱會"
"13710","11/19","Re: [活動] 台灣嘻哈音樂祭－心得 (文長慎入)"
"13711","11/19","[音樂] VAVA不想長大"
"13712","11/19","[問題] Barry走到飛中的表現"
"13713","11/19","[音樂] 麻吉 - JUMP2003"
"13714","11/20","[音樂] Notorious Hood-著魔"
"13715","11/20","Re: [音樂] 走到飛"
"13716","11/20","[音樂] 顏冠希JY【再轉吧！七彩霓虹燈】ft.小應"
"13717","11/20","[音樂] 沈懿 廁所有嘻哈"
"13718","11/20","[問題] SMTM裡的""偶像RAPPER""跟""地下RAPPER"""
"13719","11/20","[音樂] 頑童MJ116【SPOTLIGHT】"
"13720","11/20","[音樂] C-BLOCK - 廬山 MusicVideo"
"13721","11/20","[討論] 有人要參加PTT自創曲嗎?"
"13722","11/21","[音樂] Dallas Waldo Diss BR"
"13723","11/21","[音樂] KE柯蕭-吸毒犯 ft.Asiaboy禁藥王"
"13724","11/22","Re: [音樂] Post Malone ft.21 Savage - Rockstar"
"13725","11/22","[問題] R:走到飛"
"13726","11/22","[音樂] Lil Peep - Awful Things ft. Lil Tracy"
"13727","11/22","Re: [問題] Barry走到飛中的表現"
"13728","11/22","[音樂]春艷 CHUNYAN - 2017 砂石大亨"
"13729","11/22","[討論]  有趣的韻腳"
"13730","11/22","Re: [問題] Barry走到飛中的表現"
"13731","11/23","[音樂] 陳曇-25歲(黃玠/魏如萱-25歲Remix)"
"13732","11/23","[創作] 要暈就暈到底的PR&B"
"13733","11/23","[音樂] 像伍佰致敬 - 鋼鐵男子漢"
"13734","11/23","[音樂] MV Post Malone & Joji"
"13735","11/23","Re: [討論]  有趣的韻腳"
"13736","11/23","[討論] 大支“走到飛”"
"13737","11/23","Re: [問題] Barry走到飛中的表現"
"13738","11/23","[音樂] 宇宙人feat.熊仔【BonBonBonBon】"
"13739","11/24","[音樂] Eminem-上周末上Saturday Night Live"
"13740","11/24","[討論] 關於這次乾坤大挪移的風格"
"13741","11/24","[音樂] SOWUT, SKIN & ANBA - 「F.U.I.D」"
"13742","11/24","[音樂] 杰倫-威廉古堡"
"13743","11/24","[創作]自己做的beat 請多多指教"
"13744","11/24","[音樂] FRαNKIE阿法 featuring Lio94-理性癮酒"
"13745","11/24","[音樂] Hopsin - ILL MIND of HOPSIN 9"
"13746","11/24","[公告] 倉庫3天 daviddogtw"
"13747","11/24","[討論] 黃明志的饒舌實力怎麼樣?"
"13748","11/24","[音樂] BTS-MIC Drop"
"13749","11/24","[音樂] Kungfu-Pen - 孩子的歌：打叔叔"
"13750","11/24","[問題] 大支有多討厭中國有嘻哈"
"13751","11/24","[問題] force演唱會"
"13752","11/24","[音樂] 徐真真2REAL-開心就足夠"
"13753","11/24","Re: [音樂] 杰倫-威廉古堡"
"13754","11/25","[討論] 1MILLION的Dancer跳走到飛"
"13755","11/25","[音樂] Machine Gun Kelly-Merry Go Around"
"13756","11/25","[音樂] SOBOY-天涼好個chill"
"13757","11/25","[討論] SOWUT限時"
"13758","11/25","[音樂] Daydream (by M80)"
"13759","11/25","[創作]  喔明 - 在一起"
"13760","11/27","[討論] 沈懿FB"
"13761","11/27","[討論] Lil Pump五首歌一起放"
"13762","11/27","[音樂] BR - 我們的過去式 ft. 開水小姐"
